"Rank1" "Rank2" "Rank3" "Rank4" "Rank5" "Rank6" "Rank7"
"Otu000135" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" "Arenimonas" NA
"Otu000136" "Bacteria" "Planctomycetes" "Planctomycetes_unclassified" "Planctomycetes_unclassified" "Planctomycetes_unclassified" "Unclassified" NA
"Otu000137" "Bacteria" "Proteobacteria" "Proteobacteria_unclassified" "Proteobacteria_unclassified" "Proteobacteria_unclassified" "Unclassified" NA
"Otu000142" "Bacteria" "Bacteroidetes" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" "Unclassified" NA
"Otu000149" "Bacteria" "Verrucomicrobia" "Opitutae" "Opitutales" "Opitutaceae" "Unclassified" NA
"Otu000151" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" "Luteolibacter" NA
"Otu000154" "Bacteria" "Verrucomicrobia" "Opitutae" "Opitutales" "Opitutaceae" "Opitutus" NA
"Otu000155" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" "Streptococcus" NA
"Otu000159" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Sphingobacteriales_unclassified" "Unclassified" NA
"Otu000161" "Bacteria" "Planctomycetes" "OM190" "OM190_unclassified" "OM190_unclassified" "Unclassified" NA
"Otu000162" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Alphaproteobacteria_unclassified" "Alphaproteobacteria_unclassified" "Alphaproteobacteria_unclassified" NA
"Otu000163" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "alfI" "alfI-B" NA
"Otu000168" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "alfVII" "alfVII_unclassified" NA
"Otu000172" "Bacteria" "Planctomycetes" "Phycisphaerae" "Phycisphaerales" "Phycisphaeraceae" "Unclassified" NA
"Otu000176" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Bdellovibrionales" "Bacteriovoracaceae" "Peredibacter" NA
"Otu000182" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "acIV" "acIV-D" NA
"Otu000184" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Deltaproteobacteria_unclassified" "Deltaproteobacteria_unclassified" "Unclassified" NA
"Otu000191" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "bacVI" "bacVI-B" NA
"Otu000192" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "gamIV" "gamIV-A" NA
"Otu000205" "Bacteria" "Verrucomicrobia" "[Spartobacteria]" "[Chthoniobacterales]" "verI-A" "verI-A_unclassified" NA
"Otu000210" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Caulobacter" NA
"Otu000215" "Bacteria" "Verrucomicrobia" "Verrucomicrobia_Incertae_Sedis" "Unknown_Order" "Unknown_Family" "Candidatus_Methylacidiphilum" NA
"Otu000216" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Sphingobacteriaceae" "Solitalea" NA
"Otu000223" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "alfIII" "alfIII_unclassified" NA
"Otu000224" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "betVII" "betVII-B" NA
"Otu000225" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "MWH-CFBk5" "Unclassified" NA
"Otu000226" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Methylophilales" "betIV" "betIV_unclassified" NA
"Otu000227" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas" NA
"Otu000229" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Hyphomonadaceae" "Hyphomonas" NA
"Otu000231" "Bacteria" "Verrucomicrobia" "Verrucomicrobia_unclassified" "Verrucomicrobia_unclassified" "Verrucomicrobia_unclassified" "Verrucomicrobia_unclassified" NA
"Otu000235" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Cryomorphaceae" "Fluviicola" NA
"Otu000244" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Nitrosomonadales" "Gallionellaceae" "Candidatus_Nitrotoga" NA
"Otu000248" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" "Emticicia" NA
"Otu000249" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "acIV" "acIV-B" NA
"Otu000255" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Coxiellaceae" "Rickettsiella" NA
"Otu000256" "Bacteria" "Planctomycetes" "Phycisphaerae" "Phycisphaerales" "Phycisphaeraceae" "CL500-3" NA
"Otu000262" "Bacteria" "Chloroflexi" "Chloroflexia" "Chloroflexales" "Roseiflexaceae" "Roseiflexus" NA
"Otu000266" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Pir4_lineage" NA
"Otu000267" "Bacteria" "Omnitrophica" "NPL-UPA2" "NPL-UPA2_unclassified" "NPL-UPA2_unclassified" "Unclassified" NA
"Otu000269" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Gammaproteobacteria_unclassified" "Gammaproteobacteria_unclassified" "Unclassified" NA
"Otu000273" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Oceanospirillales" "Oceanospirillaceae" "Pseudospirillum" NA
"Otu000274" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Erythrobacteraceae" "Porphyrobacter" NA
"Otu000277" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Unclassified" NA
"Otu000282" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIII" "FamilyI" "Pseudanabaena" NA
"Otu000290" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" "Prosthecobacter" NA
"Otu000293" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Nitrosomonadales" "Nitrosomonadaceae" "Nitrosospira" NA
"Otu000294" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" "Unclassified" NA
"Otu000303" "Bacteria" "Bacteroidetes" "[Saprospirae]" "[Saprospirales]" "bacIV" "bacIV-A" NA
"Otu000311" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "undefinedAlpha" "f__undefined" "g__Candidatus_Phycosocius_bacilliformis" NA
"Otu000322" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Aeromonadales" "Aeromonadaceae" "Aeromonas" NA
"Otu000323" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "Chthoniobacterales_unclassified" "Unclassified" NA
"Otu000326" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Ferruginibacter" NA
"Otu000328" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Chromatiales" "Chromatiaceae" "Rheinheimera" NA
"Otu000338" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "gamIII" "gamIII-A" NA
"Otu000340" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "NS9_marine_group" "Unclassified" NA
"Otu000361" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "acIV" "acIV-C" NA
"Otu000376" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Schlesneria" NA
"Otu000379" "Bacteria" "Proteobacteria" "Betaproteobacteria" "TRA3-20" "TRA3-20_unclassified" "Unclassified" NA
"Otu000385" "Bacteria" "Proteobacteria" "TA18" "TA18_unclassified" "TA18_unclassified" "Unclassified" NA
"Otu000387" "Bacteria" "Spirochaetae" "Spirochaetes" "Spirochaetales" "Leptospiraceae" "Leptospira" NA
"Otu000390" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" "Haloferula" NA
"Otu000392" "Bacteria" "Bacteroidetes" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" NA
"Otu000428" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Acetobacteraceae" "Acidocella" NA
"Otu000434" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "alfI-B" "alfI-B_unclassified" NA
"Otu000436" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Betaproteobacteria_unclassified" "Betaproteobacteria_unclassified" "Betaproteobacteria_unclassified" NA
"Otu000441" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "Chthoniobacteraceae" "Chthoniobacter" NA
"Otu000446" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "betVII" "betVII-A" NA
"Otu000467" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "mle1-27" "Unclassified" NA
"Otu000468" "Bacteria" "Verrucomicrobia" "Verrucomicrobia_unclassified" "Verrucomicrobia_unclassified" "Verrucomicrobia_unclassified" "Unclassified" NA
"Otu000477" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Acetobacteraceae" "Unclassified" NA
"Otu000492" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "alfIV" "alfIV-A" NA
"Otu000509" "Bacteria" "Acidobacteria" "Acidobacteria" "Subgroup_6" "Subgroup_6_unclassified" "Unclassified" NA
"Otu000511" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Bdellovibrionales" "Bacteriovoracaceae" "Bacteriovorax" NA
"Otu000514" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Luna3" "Luna3_unclassified" NA
"Otu000527" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Staphylococcaceae" "Staphylococcus" NA
"Otu000547" "Bacteria" "Proteobacteria" "Betaproteobacteria" "undefined" "betV" "betV_unclassified" NA
"Otu000553" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriales_unclassified" "Flavobacteriales_unclassified" NA
"Otu000563" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "acIII" "acIII-A" NA
"Otu000582" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Rickettsiales_unclassified" "Unclassified" NA
"Otu000591" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Polymorphobacter" NA
"Otu000595" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "alfIII" "alfIII-A" NA
"Otu000601" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Phenylobacterium" NA
"Otu000613" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" "Inhella" NA
"Otu000614" "Bacteria" "Bacteroidetes" "[Saprospirae]" "[Saprospirales]" "bacI" "bacI-B" NA
"Otu000646" "Bacteria" "Armatimonadetes" "Armatimonadetes_unclassified" "Armatimonadetes_unclassified" "Armatimonadetes_unclassified" "Unclassified" NA
"Otu000655" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas" NA
"Otu000666" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfuromonadales" "GR-WP33-58" "Unclassified" NA
"Otu000669" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiales_Incertae_Sedis" "Rhizomicrobium" NA
"Otu000672" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Rickettsiales_Incertae_Sedis" "Candidatus_Captivus" NA
"Otu000674" "Bacteria" "Cyanobacteria" "Cyanobacteria_unclassified" "Cyanobacteria_unclassified" "Cyanobacteria_unclassified" "Unclassified" NA
"Otu000676" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiales_unclassified" "Rhizobiales_unclassified" NA
"Otu000704" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "I-10" "Unclassified" NA
"Otu000716" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Nitrosomonadales" "Nitrosomonadaceae" "Candidatus_Branchiomonas" NA
"Otu000722" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" "Leadbetterella" NA
"Otu000730" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Cryomorphaceae" "NS10_marine_group" NA
"Otu000745" "Bacteria" "Proteobacteria" "Epsilonproteobacteria" "Campylobacterales" "Helicobacteraceae" "Sulfuricurvum" NA
"Otu000755" "Bacteria" "Verrucomicrobia" "Opitutae" "[Cerasicoccales]" "f__[Cerasicoccaceae]" "f__[Cerasicoccaceae]_unclassified" NA
"Otu000756" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Burkholderiales_unclassified" "Unclassified" NA
"Otu000769" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Saprospiraceae" "Unclassified" NA
"Otu000775" "Bacteria" "Acidobacteria" "Acidobacteria" "Subgroup_3" "SJA-149" "Unclassified" NA
"Otu000779" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Enterobacteriales" "gamII" "gamII-A" NA
"Otu000816" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "NS11-12_marine_group" "Unclassified" NA
"Otu000818" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "acSTL" "acSTL_unclassified" NA
"Otu000833" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Neisseriales" "Neisseriaceae" "Deefgea" NA
"Otu000834" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiales_unclassified" "Unclassified" NA
"Otu000837" "Bacteria" "Acidobacteria" "Acidobacteria" "Subgroup_3" "Unknown_Family" "Candidatus_Solibacter" NA
"Otu000839" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Alphaproteobacteria_unclassified" "Alphaproteobacteria_unclassified" "Unclassified" NA
"Otu000860" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Cellvibrionales" "Cellvibrionaceae" "Cellvibrio" NA
"Otu000863" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" "Cytophaga" NA
"Otu000906" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Erythrobacteraceae" "Altererythrobacter" NA
"Otu000908" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Neisseriales" "Neisseriaceae" "Leeia" NA
"Otu000911" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Rickettsiales_Incertae_Sedis" "Candidatus_Lariskella" NA
"Otu000914" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "FukuN18_freshwater_group" "Unclassified" NA
"Otu000919" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Sphingobacteriaceae" "Sphingobacteriaceae_unclassified" NA
"Otu000949" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cyclobacteriaceae" "Algoriphagus" NA
"Otu000975" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Betaproteobacteria_unclassified" "Betaproteobacteria_unclassified" "Unclassified" NA
"Otu000977" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Cellvibrionales" "Spongiibacteraceae" "BD1-7_clade" NA
"Otu000999" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillales_unclassified" "Unclassified" NA
"Otu001006" "Bacteria" "Nitrospirae" "Nitrospira" "Nitrospirales" "Nitrospiraceae" "Nitrospira" NA
"Otu001007" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagales_unclassified" "Unclassified" NA
"Otu001010" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Eel-36e1D6" "Unclassified" NA
"Otu001028" "Bacteria" "TM6" "TM6_unclassified" "TM6_unclassified" "TM6_unclassified" "Unclassified" NA
"Otu001039" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" "Bradyrhizobium" NA
"Otu001054" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Gammaproteobacteria_unclassified" "Gammaproteobacteria_unclassified" "Gammaproteobacteria_unclassified" NA
"Otu001076" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "Acidimicrobiaceae" "CL500-29_marine_group" NA
"Otu001085" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Rickettsiales_Incertae_Sedis" "Candidatus_Defluviella" NA
"Otu001118" "Bacteria" "Cyanobacteria" "ML635J-21" "ML635J-21_unclassified" "ML635J-21_unclassified" "Unclassified" NA
"Otu001123" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "alfII" "alfII_unclassified" NA
"Otu001149" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Cryomorphaceae" "Unclassified" NA
"Otu001199" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium" NA
"Otu001219" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "gamV" "gamV-A" NA
"Otu001249" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Sphingobacteriaceae" "Pedobacter" NA
"Otu001345" "Bacteria" "Candidate_division_OP3" "Candidate_division_OP3_unclassified" "Candidate_division_OP3_unclassified" "Candidate_division_OP3_unclassified" "Unclassified" NA
"Otu001419" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Neisseriales" "Neisseriaceae" "Iodobacter" NA
"Otu001451" "Bacteria" "Proteobacteria" "JTB23" "JTB23_unclassified" "JTB23_unclassified" "Unclassified" NA
"Otu001476" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Oligoflexales" "Oligoflexales_unclassified" "Unclassified" NA
"Otu001485" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "acI" "acI_unclassified" NA
"Otu001542" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Oxalobacteraceae" "Duganella" NA
"Otu001549" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Oligoflexales" "Oligoflexaceae" "Unclassified" NA
"Otu001579" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Moraxellaceae" "Moraxella" NA
"Otu001663" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinobacteria_unclassified" "Actinobacteria_unclassified" "Unclassified" NA
"Otu001677" "Bacteria" "Actinobacteria" "Thermoleophilia" "Thermoleophilia_unclassified" "Thermoleophilia_unclassified" "Unclassified" NA
"Otu001690" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Rickettsiaceae" "Unclassified" NA
"Otu001715" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingobium" NA
"Otu001754" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Family_XII" "Exiguobacterium" NA
"Otu001760" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacterium" NA
"Otu001918" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" "Unclassified" NA
"Otu002142" "Bacteria" "Parcubacteria" "Parcubacteria_unclassified" "Parcubacteria_unclassified" "Parcubacteria_unclassified" "Unclassified" NA
"Otu002198" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Rickettsiales_Incertae_Sedis" "Candidatus_Odyssella" NA
"Otu002220" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Chryseobacterium" NA
"Otu002286" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriales_unclassified" "Unclassified" NA
"Otu002392" "Bacteria" "Planctomycetes" "vadinHA49" "vadinHA49_unclassified" "vadinHA49_unclassified" "Unclassified" NA
"Otu002408" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Chitinophagaceae_unclassified" NA
"Otu002471" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "SWB04" "Unclassified" NA
"Otu002522" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Paenibacillaceae" "Paenibacillus" NA
