,FSC-A,SSC-A,FL1-A,FL2-A,FL3-A,FL4-A,FSC-H,SSC-H,FL1-H,FL2-H,FL3-H,FL4-H,Width,Time
0,3648,871,49981,8929,1755,520,9808,1874,47871,7958,1670,648,81,155
1,258,0,36259,6893,2506,91,4489,837,34997,6946,2026,259,81,155
2,0,0,60282,10726,2357,329,5624,634,59847,10706,2360,395,67,155
3,194,1207,42021,6571,2221,139,6457,2195,41073,6543,2022,172,64,155
4,0,0,47429,7812,2342,125,3015,1097,45457,7166,1784,264,68,155
5,0,1525,50808,7176,2894,281,2501,2629,48592,7178,2933,350,67,155
6,2403,814,38509,5743,2299,0,7444,2396,37753,5609,1642,27,64,155
7,883,578,43950,7622,1947,501,6904,2132,44393,7317,1958,641,64,155
8,4119,0,42271,6893,2343,203,7266,950,41740,6684,2319,252,67,155
9,2178,1955,5524,781,581,0,8932,4071,6304,771,493,0,32,155
10,2521,999,47205,6924,2412,274,8890,1795,47697,6908,2318,391,49,156
11,3540,2454,72054,10802,3460,27,7058,4636,70689,10596,3633,330,63,156
12,344,367,1643,596,632,231,3392,1221,1834,582,447,190,26,156
13,0,0,39890,6476,2049,265,5219,1071,38906,5797,1652,392,65,156
14,373,1078,51264,8453,2195,303,4797,1479,50469,8063,1839,480,70,156
15,0,2652,47775,7138,2851,164,5262,5190,47087,6859,2929,235,69,156
16,0,0,44197,6823,2775,107,4188,689,43104,6325,2319,299,65,156
17,158,501,41277,6792,2925,0,7031,1417,39565,6508,2840,9,66,156
18,0,0,49119,7962,2533,0,4060,1018,46655,7317,2098,422,84,156
19,0,1425,44422,5685,1618,236,3126,2237,42649,5475,1817,324,66,156
20,909,1061,36205,5362,3382,423,8586,1567,34039,5084,2511,385,64,156
21,3258,1638,61507,9190,3613,126,8148,1681,58510,9109,3250,708,68,156
22,1360,422,33858,4953,1814,419,8137,1886,31799,4625,1472,322,65,156
23,3229,0,61799,9268,3120,313,4602,853,60272,9154,2866,425,70,156
24,0,59,7373,1278,590,151,4367,329,7238,1209,429,97,39,156
25,0,0,1008,335,301,174,414,631,1052,265,119,75,22,156
26,1165,781,30626,4680,1221,128,4004,2563,29243,4162,1497,257,78,156
27,345,907,42505,6728,2495,307,4389,1229,42806,6788,2078,296,51,156
28,2495,720,28384,4032,1159,331,9618,1408,29794,4233,886,220,50,156
29,1377,1453,50401,6450,3646,0,7531,3189,46250,6097,3404,115,70,156
30,215,868,44337,6943,2488,51,6119,2094,42874,6536,1677,154,68,156
31,1392,0,32157,4904,1975,402,5056,512,32149,4644,1561,256,73,156
32,1342,105,27374,4503,1240,0,6012,1173,28718,4289,1069,11,62,156
33,2931,1061,41684,4487,1254,275,8878,2262,42967,4141,1357,297,86,156
34,377,0,1170,219,460,141,3842,1350,1129,215,364,92,25,156
35,1522,1392,37421,5296,1528,0,7700,1981,40248,5256,1641,276,47,156
36,238,0,40188,5721,1953,0,4724,583,41641,5867,2023,90,49,156
37,2807,990,44394,7406,2867,194,8336,2444,40988,6936,3141,552,66,156
38,1558,796,15205,2873,815,69,7715,2048,16768,2832,741,76,40,156
39,0,0,45966,7385,2416,94,7170,722,44277,7045,3085,210,69,156
40,0,554,50929,7393,2232,129,0,2112,48143,6687,2375,531,66,156
41,1159,0,34894,6952,1268,483,6559,726,33820,6613,930,606,66,156
42,187,0,46263,8932,4971,0,7740,893,49639,9406,4532,925,52,156
43,1562,803,42787,6528,1983,75,5382,1570,41531,6395,1282,627,66,156
44,0,74,1248,309,303,158,989,655,2196,331,114,114,17,156
45,0,0,44406,6511,2257,0,3175,693,46321,6916,2043,72,49,156
46,2164,179,39674,5927,1427,189,9244,1319,40105,5738,1018,315,48,156
47,0,263,45543,6254,2595,570,3284,1490,43695,5818,2565,462,68,156
48,163,0,37420,5381,1629,406,5612,929,38450,5523,1222,354,62,156
49,533,1014,32152,4980,1638,0,12943,2584,29448,4490,1397,113,71,156
50,0,0,40775,5805,1451,229,6883,2026,39591,5675,957,403,66,156
51,0,0,21404,3471,255,314,6985,946,21610,3153,380,206,44,156
52,1175,192,34347,5019,1220,310,3885,1629,33194,4677,1042,248,67,156
53,0,0,41203,6384,1896,563,3282,890,42205,6537,1918,670,46,156
54,662,100,45365,7019,1944,171,6021,1153,48876,7110,2174,443,50,156
55,0,610,50826,6810,2299,586,3293,1478,50065,7129,1844,793,68,156
56,1363,1261,42483,6271,2041,176,7436,1127,42000,6054,1545,307,69,156
57,0,367,29454,4590,1215,630,4605,1742,28681,4327,889,463,63,156
58,0,1116,86763,12735,4217,622,3702,2174,85979,12492,3356,747,72,156
59,0,0,32818,4300,1928,473,6448,1426,31087,3928,1745,335,66,156
60,5502,4005,52736,8034,1821,79,7944,6454,50678,7484,1456,641,87,156
61,0,118,3675,796,189,161,4102,1674,3861,586,125,126,34,156
62,0,0,1156,250,173,196,617,432,1914,272,0,186,17,156
63,1892,757,32736,4989,1823,435,8999,1660,33146,5023,1761,542,50,156
64,2310,799,47003,7210,3503,129,6788,1626,47217,7102,3214,367,48,156
65,0,554,6114,939,557,270,3980,1571,6192,799,419,267,38,156
66,0,674,5597,1204,617,0,2220,2049,5315,884,519,0,40,156
67,0,1177,60447,9719,2924,247,4874,2436,56869,8921,2846,232,68,156
68,1413,1232,30372,5035,1987,79,3033,2239,28666,4815,1555,85,66,156
69,125,127,1395,335,565,114,2875,953,2514,371,528,73,17,156
70,0,0,48387,7135,1843,58,4206,933,49730,6956,1676,77,49,156
71,0,643,46630,6633,2702,413,8530,1526,46118,6777,2706,297,83,156
72,180,229,53337,7880,2917,420,7155,1641,51445,8168,2841,582,69,156
73,883,984,62572,7685,2573,0,4306,2440,60088,7403,2411,257,85,156
74,481,1272,21713,3497,731,297,6426,1693,21742,3166,972,253,47,156
75,1746,373,40602,5645,1678,207,7051,1456,43395,5752,1303,179,51,157
76,0,8,29984,4513,1961,0,4863,1688,30481,4527,1488,188,51,157
77,0,266,46235,6653,2536,90,0,979,47875,6488,1963,357,49,157
78,0,280,38924,5189,2057,0,2397,1176,36876,4795,2038,227,71,157
79,0,0,41780,6655,2158,0,6890,1256,40027,6163,1565,259,68,157
80,1564,174,33329,4630,1081,242,7895,1551,32413,4644,895,463,62,157
81,0,1147,41574,5823,988,11,7000,2010,44395,6226,1021,499,46,157
82,0,1033,45719,6493,2702,1,3899,2274,43097,5963,1895,271,67,157
83,3531,1782,78398,11876,4287,495,7100,2688,60075,9326,3328,843,85,157
84,1266,447,44581,6741,2462,0,8195,1279,43443,6325,2118,255,50,157
85,762,739,29798,4443,1733,300,4560,1544,28446,4270,1618,244,64,157
86,1577,0,30869,4803,1661,0,5608,694,29698,4345,1443,302,66,157
87,623,702,36760,6430,2204,0,8125,1589,36392,6286,1984,157,63,157
88,0,1689,44980,5963,1728,197,6462,2593,44255,6050,1078,261,65,157
89,0,794,62173,7537,2742,48,7327,1540,61718,7535,2957,432,65,157
90,0,428,13197,2024,1009,0,3014,985,14509,2110,607,56,38,157
91,1496,0,7233,1129,844,242,4670,344,7209,1156,667,296,40,157
92,0,0,32942,5339,1291,20,8140,1802,31509,5264,1216,290,64,157
93,0,467,84186,12053,3807,77,7903,2216,81047,11307,3136,287,88,157
94,727,198,40544,6348,1746,217,4987,1551,38125,5593,1604,412,88,157
95,936,364,88513,12827,3775,350,4210,1114,93175,13799,4120,481,50,157
96,1976,710,21900,3173,1412,112,4195,2632,21251,2822,1592,189,63,157
97,0,81,50613,8205,3182,547,6606,2213,48089,7862,2251,554,86,157
98,0,0,45074,6168,2522,0,3801,752,46054,6315,1797,244,62,157
99,0,134,44871,6587,2862,0,7087,2443,45924,6762,2529,248,51,157
100,0,2295,40318,6296,2418,186,4284,4421,39740,5768,1874,200,65,157
101,349,1359,57437,7550,2147,217,6293,2703,61394,8069,2121,265,51,157
102,0,361,31831,5492,1441,0,1572,1192,31868,5172,1368,154,46,157
103,0,71,46482,7648,2859,705,5618,1071,42989,7263,2363,912,69,157
104,0,1321,57282,7240,2056,366,5565,2901,55631,7373,1648,435,65,157
105,1072,0,1605,603,541,54,4610,0,1958,524,462,138,24,157
106,0,115,9021,1709,631,296,2774,859,9907,1550,453,354,38,157
107,0,0,997,296,543,44,1158,0,1072,232,619,0,22,157
108,925,293,44892,7262,2371,0,11535,839,44727,6824,2287,347,71,157
109,0,815,30565,4283,1123,112,5177,1720,30611,4048,1129,231,77,157
110,0,631,91679,13745,3347,225,4325,1977,90470,13425,2940,477,69,157
111,1198,3467,28599,4588,2076,0,3357,5214,29295,4577,1373,373,46,157
112,0,330,39761,6380,2301,0,3665,1126,38021,6145,1823,295,63,157
113,0,1474,30680,4176,1196,0,2718,1879,29288,3826,1078,274,65,157
114,0,471,31865,5261,1160,584,5503,1249,31594,5248,791,396,46,157
115,0,965,35354,6276,1519,98,4282,2287,36148,6163,1606,223,47,157
116,0,0,31937,5721,1760,0,5748,1540,30918,5702,1414,350,65,157
117,129,659,65159,9582,3756,0,4876,1744,63348,9477,3344,83,64,157
118,195,45,973,167,390,29,1760,695,1090,231,322,55,21,157
119,1163,0,28157,4190,722,0,4090,799,27438,3958,1190,234,67,157
120,1207,84,81765,10794,3610,875,6133,878,78139,10594,4369,561,69,157
121,0,0,30708,4698,1391,335,4577,756,31963,4761,1050,358,47,157
