,FSC-A,SSC-A,FL1-A,FL2-A,FL3-A,FL4-A,FSC-H,SSC-H,FL1-H,FL2-H,FL3-H,FL4-H,Width,Time
0,327,0,40477,6345,3103,0,4382,1157,37728,5783,2982,394,68,154
1,0,3612,36758,6155,1734,0,10865,5576,33224,5684,1442,143,67,154
2,3684,0,43176,7184,2755,0,6991,646,41174,6445,2049,124,64,154
3,0,582,36580,5441,1294,328,4514,2060,34561,5331,1055,397,64,154
4,623,0,2659,526,627,194,3029,2152,2339,318,366,225,35,154
5,0,458,45928,8027,3153,285,6420,2068,43419,7311,3192,208,65,154
6,2970,926,35557,5869,2027,158,9944,1920,34124,5844,2110,215,68,154
7,0,0,5662,893,702,27,4137,705,5983,848,454,5,35,154
8,1949,229,31349,4920,1680,0,2740,1978,32594,5102,1279,131,46,154
9,798,679,40566,5951,1922,137,5003,2582,41162,6021,1550,291,47,154
10,764,0,40427,5939,1524,348,5373,1264,39319,5809,1116,299,67,154
11,0,726,36902,6240,3005,0,4180,2054,36105,5696,2540,170,65,154
12,0,0,48621,7478,2660,0,4535,834,47665,6790,2164,345,84,154
13,0,1041,38600,5962,2405,251,5975,2057,35527,5715,2587,270,67,154
14,0,0,18816,2840,1182,0,5700,1310,18670,2877,900,64,45,154
15,0,671,62416,8508,2235,0,4140,1369,62303,8125,2176,412,68,154
16,2004,2141,104109,17808,5020,0,5800,4401,99743,16634,4297,463,69,154
17,3402,576,34472,5162,2486,9,14710,990,32949,5101,2216,123,64,154
18,204,186,5443,1023,606,267,3360,1021,5229,884,555,293,38,154
19,836,1275,44935,7093,1954,36,7037,2285,42676,6750,1878,288,69,154
20,0,1063,36418,5153,1629,82,3195,1739,34931,4710,1120,245,82,154
21,716,0,39485,5964,1976,70,5962,1845,36719,5360,1202,160,68,155
22,14277,8265,6573,2674,3931,320,25173,14669,7449,2735,4470,377,34,155
23,155,1536,17886,3086,1850,295,4098,2123,18397,2965,1675,360,46,155
24,0,167,39136,6147,2147,0,6605,996,37135,5671,1488,366,69,155
25,1141,1076,34869,5241,2232,238,5416,1795,32937,5313,2092,416,64,155
26,331,1693,40977,6933,2691,155,5330,1921,40830,6936,2898,481,48,155
27,2144,0,9961,1328,310,235,9104,779,9784,1396,419,158,41,155
28,0,17,883,380,360,168,5,1000,1077,301,366,202,19,155
29,2823,59,37966,5492,1669,0,11726,1331,35332,5150,1303,127,81,155
30,0,0,30967,4572,1603,0,3466,1279,32350,4489,1540,62,48,155
31,589,487,7846,1328,627,0,2870,1220,8110,1203,486,0,38,155
32,916,772,38962,6960,3170,0,5675,996,36375,6725,2249,367,68,155
33,1941,3846,83072,12667,4869,41,9035,6418,78639,12422,4728,176,92,155
34,1226,114,35236,5487,2433,77,8567,1650,33266,5089,1697,259,65,155
35,0,0,35649,5692,1828,279,4491,1520,34204,5295,1215,353,66,155
36,0,0,7839,1255,430,16,5242,88,7709,1229,275,131,41,155
37,0,741,28911,3303,1114,91,2584,1220,28141,3245,999,120,50,155
38,0,1623,31929,5322,3056,417,5918,2697,31427,4994,3144,444,49,155
39,3460,618,35017,5613,1537,289,9090,1671,36464,5518,1628,426,50,155
40,1496,0,4502,951,668,208,3809,509,4211,663,371,179,40,155
41,2250,1531,28325,4095,1983,277,7604,2148,26082,3708,1601,347,64,155
42,1935,363,42525,6114,2085,0,9611,1636,41241,5733,1632,128,68,155
43,0,268,41108,6175,2259,52,2980,1276,39641,5692,1670,182,65,155
44,2227,0,3227,472,491,348,11042,1147,3118,493,210,305,36,155
