,FSC-A,SSC-A,FL1-A,FL2-A,FL3-A,FL4-A,FSC-H,SSC-H,FL1-H,FL2-H,FL3-H,FL4-H,Width,Time
0,1835,464,5491,685,156,259,4194,980,5677,681,181,400,46,154
1,1641,615,37997,4648,2765,299,4450,1798,34395,4022,1987,544,72,154
2,984,51,1540,302,496,128,2290,1246,1233,169,263,37,36,154
3,2584,799,109738,13836,4464,297,3767,2256,101015,12848,3928,445,93,154
4,2402,2169,51723,7079,1976,0,6758,3641,43186,5715,1768,200,112,154
5,0,2145,52927,7252,2814,31,3234,4160,46884,6234,2441,623,71,154
6,0,603,44194,5968,2371,37,2610,1884,38234,5023,1925,332,73,154
7,2788,1236,36043,4993,2603,0,4808,1706,33381,4510,2014,187,73,154
8,1351,89,11985,1638,985,259,4940,529,11273,1348,494,240,57,154
9,0,1081,51831,7256,1999,0,4899,2662,40792,5400,1820,470,162,154
10,1403,650,3577,529,113,16,3866,1532,3736,381,116,109,32,154
11,4112,1628,68617,8999,2429,19,5310,1918,57922,7725,1772,406,89,154
12,2170,525,48248,4836,2339,714,5108,1601,40885,4249,1971,535,110,154
13,111,0,1710,451,404,234,1400,1026,1030,215,254,244,42,154
14,0,653,41270,5707,2088,0,2710,1534,37763,4846,1965,120,72,154
15,1208,432,28085,3880,1173,0,2856,2233,24090,3268,1055,100,70,154
16,19,404,3811,806,1081,48,409,918,4094,867,762,32,33,154
17,1831,1009,41085,5609,2726,74,5241,1977,36700,4802,2533,568,87,154
18,1974,332,36655,5170,2169,0,6853,717,32239,4430,1448,330,72,154
19,2576,701,40115,5883,2549,161,4459,1067,36342,5015,1709,301,68,154
20,0,449,6044,1069,481,72,1232,1039,5765,969,603,214,43,154
21,1271,460,1844,676,982,542,3575,1593,1810,563,738,364,29,154
22,0,0,896,500,647,211,2464,829,1065,501,436,120,19,154
23,638,0,28097,3388,1391,542,4504,1019,26781,3335,711,801,67,154
24,2496,120,20103,2199,988,323,5524,880,19893,2194,877,336,64,154
25,0,1163,50968,6585,1965,0,5776,2180,38672,5148,1396,682,260,154
26,0,891,168480,21554,5934,0,4898,2010,143993,18625,4798,299,173,154
27,0,760,44987,6074,2835,0,3609,1375,40212,5081,2144,117,73,154
28,0,2274,81446,10998,4611,197,4068,3297,67997,8975,3409,506,99,154
29,2537,856,42676,6038,1551,148,4802,1876,38178,5202,1447,514,83,154
30,0,0,7139,1003,805,42,489,600,7219,963,771,149,40,154
31,681,238,47708,6494,1920,0,3139,1635,41245,5590,818,259,87,154
32,1188,247,11497,1845,1520,0,4538,1633,10036,1407,1274,260,60,154
33,0,468,1018,284,253,72,90,1238,1156,167,167,251,21,154
34,0,1142,32048,5118,1682,632,4247,1645,30084,4425,1297,313,66,154
