"Rank1" "Rank2" "Rank3" "Rank4" "Rank5" "Rank6" "Rank7"
"Otu000116" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" "Unclassified" NA
"Otu000117" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIV" "FamilyI" "Anabaena" NA
"Otu000118" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pasteurellales" "Pasteurellaceae" "Haemophilus" NA
"Otu000119" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiales_unclassified" "Rhizobiales_unclassified" NA
"Otu000120" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Bdellovibrionales" "Bdellovibrionaceae" "OM27_clade" NA
"Otu000123" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "betVII" "betVII-B" NA
"Otu000124" "Bacteria" "Verrucomicrobia" "Opitutae" "Opitutales" "Opitutaceae" "Opitutus" NA
"Otu000130" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Pseudomonadaceae" "Pseudomonadaceae_unclassified" NA
"Otu000131" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiales_unclassified" "Unclassified" NA
"Otu000132" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "alfII" "alfII_unclassified" NA
"Otu000135" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" "Arenimonas" NA
"Otu000136" "Bacteria" "Planctomycetes" "Planctomycetes_unclassified" "Planctomycetes_unclassified" "Planctomycetes_unclassified" "Unclassified" NA
"Otu000137" "Bacteria" "Proteobacteria" "Proteobacteria_unclassified" "Proteobacteria_unclassified" "Proteobacteria_unclassified" "Unclassified" NA
"Otu000149" "Bacteria" "Verrucomicrobia" "Opitutae" "Opitutales" "Opitutaceae" "Unclassified" NA
"Otu000151" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" "Luteolibacter" NA
"Otu000155" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" "Streptococcus" NA
"Otu000159" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Sphingobacteriales_unclassified" "Unclassified" NA
"Otu000161" "Bacteria" "Planctomycetes" "OM190" "OM190_unclassified" "OM190_unclassified" "Unclassified" NA
"Otu000162" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Alphaproteobacteria_unclassified" "Alphaproteobacteria_unclassified" "Alphaproteobacteria_unclassified" NA
"Otu000166" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Rhodobacter" NA
"Otu000168" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "alfVII" "alfVII_unclassified" NA
"Otu000172" "Bacteria" "Planctomycetes" "Phycisphaerae" "Phycisphaerales" "Phycisphaeraceae" "Unclassified" NA
"Otu000176" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Bdellovibrionales" "Bacteriovoracaceae" "Peredibacter" NA
"Otu000177" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Bacteroides" NA
"Otu000179" "Bacteria" "Bacteroidetes" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" NA
"Otu000182" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "acIV" "acIV-D" NA
"Otu000191" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "bacVI" "bacVI-B" NA
"Otu000192" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "gamIV" "gamIV-A" NA
"Otu000195" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Cellvibrionales" "Spongiibacteraceae" "BD1-7_clade" NA
"Otu000201" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "WCHB1-69" "Unclassified" NA
"Otu000205" "Bacteria" "Verrucomicrobia" "[Spartobacteria]" "[Chthoniobacterales]" "verI-A" "verI-A_unclassified" NA
"Otu000206" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Methylococcales" "Crenotrichaceae" "Crenothrix" NA
"Otu000207" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Methylococcales" "Methylococcaceae" "Unclassified" NA
"Otu000210" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Caulobacter" NA
"Otu000213" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" "Unclassified" NA
"Otu000215" "Bacteria" "Verrucomicrobia" "Verrucomicrobia_Incertae_Sedis" "Unknown_Order" "Unknown_Family" "Candidatus_Methylacidiphilum" NA
"Otu000216" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Sphingobacteriaceae" "Solitalea" NA
"Otu000217" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "Chthoniobacteraceae" "Chthoniobacter" NA
"Otu000218" "Bacteria" "Bacteroidetes" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" "Bacteroidetes_unclassified" "Unclassified" NA
"Otu000219" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "betIII" "betIII-A" NA
"Otu000223" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "alfIII" "alfIII_unclassified" NA
"Otu000226" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Methylophilales" "betIV" "betIV_unclassified" NA
"Otu000227" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas" NA
"Otu000228" "Bacteria" "Actinobacteria" "Actinobacteria" "Bifidobacteriales" "Bifidobacteriaceae" "Bifidobacterium" NA
"Otu000229" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Hyphomonadaceae" "Hyphomonas" NA
"Otu000240" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Methylococcales" "pLW-20" "Unclassified" NA
"Otu000244" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Nitrosomonadales" "Gallionellaceae" "Candidatus_Nitrotoga" NA
"Otu000248" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" "Emticicia" NA
"Otu000249" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "acIV" "acIV-B" NA
"Otu000250" "Bacteria" "Chlorobi" "Chlorobia" "Chlorobiales" "Chlorobiaceae" "Chlorobium" NA
"Otu000255" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Coxiellaceae" "Rickettsiella" NA
"Otu000261" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Oceanospirillales" "Oceanospirillaceae" "Pseudospirillum" NA
"Otu000262" "Bacteria" "Chloroflexi" "Chloroflexia" "Chloroflexales" "Roseiflexaceae" "Roseiflexus" NA
"Otu000266" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Pir4_lineage" NA
"Otu000267" "Bacteria" "Omnitrophica" "NPL-UPA2" "NPL-UPA2_unclassified" "NPL-UPA2_unclassified" "Unclassified" NA
"Otu000274" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Erythrobacteraceae" "Porphyrobacter" NA
"Otu000275" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "NS11-12_marine_group" "Unclassified" NA
"Otu000277" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Unclassified" NA
"Otu000282" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIII" "FamilyI" "Pseudanabaena" NA
"Otu000293" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Nitrosomonadales" "Nitrosomonadaceae" "Nitrosospira" NA
"Otu000294" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" "Unclassified" NA
"Otu000298" "Bacteria" "Proteobacteria" "Betaproteobacteria" "undefined" "betV" "betV_unclassified" NA
"Otu000303" "Bacteria" "Bacteroidetes" "[Saprospirae]" "[Saprospirales]" "bacIV" "bacIV-A" NA
"Otu000304" "Bacteria" "Lentisphaerae" "Lentisphaerae_unclassified" "Lentisphaerae_unclassified" "Lentisphaerae_unclassified" "Unclassified" NA
"Otu000308" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Methylococcales" "Methylococcaceae" "Methylomonas" NA
"Otu000310" "Bacteria" "Proteobacteria" "Betaproteobacteria" "undefined" "betV" "betV-A" NA
"Otu000311" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "undefinedAlpha" "f__undefined" "g__Candidatus_Phycosocius_bacilliformis" NA
"Otu000320" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfuromonadales" "BVA18" "Unclassified" NA
"Otu000322" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Aeromonadales" "Aeromonadaceae" "Aeromonas" NA
"Otu000323" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "Chthoniobacterales_unclassified" "Unclassified" NA
"Otu000328" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Chromatiales" "Chromatiaceae" "Rheinheimera" NA
"Otu000338" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "gamIII" "gamIII-A" NA
"Otu000347" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidia_Incertae_Sedis" "Draconibacteriaceae" "Unclassified" NA
"Otu000354" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Ferruginibacter" NA
"Otu000355" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "alfI" "alfI-B" NA
"Otu000358" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Acetobacteraceae" "Unclassified" NA
"Otu000360" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Blastopirellula" NA
"Otu000361" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "acIV" "acIV-C" NA
"Otu000363" "Bacteria" "Bacteroidetes" "Bacteroidetes_vadinHA17" "Bacteroidetes_vadinHA17_unclassified" "Bacteroidetes_vadinHA17_unclassified" "Unclassified" NA
"Otu000376" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Schlesneria" NA
"Otu000377" "Bacteria" "Firmicutes" "Firmicutes_unclassified" "Firmicutes_unclassified" "Firmicutes_unclassified" "Unclassified" NA
"Otu000378" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "DEV007" "Unclassified" NA
"Otu000379" "Bacteria" "Proteobacteria" "Betaproteobacteria" "TRA3-20" "TRA3-20_unclassified" "Unclassified" NA
"Otu000385" "Bacteria" "Proteobacteria" "TA18" "TA18_unclassified" "TA18_unclassified" "Unclassified" NA
"Otu000387" "Bacteria" "Spirochaetae" "Spirochaetes" "Spirochaetales" "Leptospiraceae" "Leptospira" NA
"Otu000390" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" "Haloferula" NA
"Otu000399" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Gammaproteobacteria_unclassified" "Gammaproteobacteria_unclassified" "Unclassified" NA
"Otu000411" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Planctomyces" NA
"Otu000424" "Bacteria" "Chloroflexi" "Chloroflexia" "Chloroflexales" "Chloroflexaceae" "Unclassified" NA
"Otu000428" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Acetobacteraceae" "Acidocella" NA
"Otu000430" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillaceae" "Roseospirillum" NA
"Otu000434" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "alfI-B" "alfI-B_unclassified" NA
"Otu000436" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Betaproteobacteria_unclassified" "Betaproteobacteria_unclassified" "Betaproteobacteria_unclassified" NA
"Otu000443" "Bacteria" "Planctomycetes" "Phycisphaerae" "CPla-3_termite_group" "CPla-3_termite_group_unclassified" "Unclassified" NA
"Otu000444" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Oligoflexales" "Oligoflexaceae" "Unclassified" NA
"Otu000450" "Bacteria" "Bacteroidetes" "BSV13" "BSV13_unclassified" "BSV13_unclassified" "Unclassified" NA
"Otu000459" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Porphyromonadaceae" "Paludibacter" NA
"Otu000468" "Bacteria" "Verrucomicrobia" "Verrucomicrobia_unclassified" "Verrucomicrobia_unclassified" "Verrucomicrobia_unclassified" "Unclassified" NA
"Otu000471" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "NS9_marine_group" "Unclassified" NA
"Otu000483" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Saprospiraceae" "Unclassified" NA
"Otu000489" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Alphaproteobacteria_unclassified" "Alphaproteobacteria_unclassified" "Unclassified" NA
"Otu000491" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionI" "FamilyI" "Snowella" NA
"Otu000492" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "alfIV" "alfIV-A" NA
"Otu000500" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfobacterales" "Desulfobacteraceae" "Desulfatirhabdium" NA
"Otu000506" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "KI89A_clade" "KI89A_clade_unclassified" "Unclassified" NA
"Otu000509" "Bacteria" "Acidobacteria" "Acidobacteria" "Subgroup_6" "Subgroup_6_unclassified" "Unclassified" NA
"Otu000511" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Bdellovibrionales" "Bacteriovoracaceae" "Bacteriovorax" NA
"Otu000512" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" "Bosea" NA
"Otu000514" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Luna3" "Luna3_unclassified" NA
"Otu000524" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Chromatiales" "Chromatiaceae" "Thiodictyon" NA
"Otu000536" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" "Silanimonas" NA
"Otu000551" "Bacteria" "Proteobacteria" "Epsilonproteobacteria" "Campylobacterales" "Helicobacteraceae" "Sulfurimonas" NA
"Otu000554" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagales_unclassified" "Unclassified" NA
"Otu000556" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Acetobacteraceae" "Roseomonas" NA
"Otu000563" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "acIII" "acIII-A" NA
"Otu000567" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfobacterales" "Desulfobulbaceae" "Desulfobulbus" NA
"Otu000571" "Bacteria" "Chloroflexi" "Chloroflexia" "Chloroflexales" "Chloroflexales_unclassified" "Unclassified" NA
"Otu000578" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Sphingobacteriaceae" "Sphingobacteriaceae_unclassified" NA
"Otu000580" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfobacterales" "Desulfobulbaceae" "Desulfocapsa" NA
"Otu000582" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Rickettsiales_unclassified" "Unclassified" NA
"Otu000583" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Methylococcales" "f__Methylococcaceae" "f__Methylococcaceae_unclassified" NA
"Otu000591" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Polymorphobacter" NA
"Otu000595" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "alfIII" "alfIII-A" NA
"Otu000597" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "acTH2" "Myco" NA
"Otu000601" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Phenylobacterium" NA
"Otu000604" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Filimonas" NA
"Otu000613" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" "Inhella" NA
"Otu000614" "Bacteria" "Bacteroidetes" "[Saprospirae]" "[Saprospirales]" "bacI" "bacI-B" NA
"Otu000623" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Rickettsiales_Incertae_Sedis" "Candidatus_Captivus" NA
"Otu000634" "Bacteria" "Verrucomicrobia" "[Spartobacteria]" "[Chthoniobacterales]" "verI-A" "Xip-A1" NA
"Otu000641" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "KD1-131" "Unclassified" NA
"Otu000642" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Lacibacter" NA
"Otu000646" "Bacteria" "Armatimonadetes" "Armatimonadetes_unclassified" "Armatimonadetes_unclassified" "Armatimonadetes_unclassified" "Unclassified" NA
"Otu000652" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Terrimonas" NA
"Otu000660" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "PHOS-HE51" "Unclassified" NA
"Otu000663" "Bacteria" "Acidobacteria" "Holophagae" "Holophagales" "Holophagaceae" "Geothrix" NA
"Otu000666" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfuromonadales" "GR-WP33-58" "Unclassified" NA
"Otu000669" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiales_Incertae_Sedis" "Rhizomicrobium" NA
"Otu000671" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Syntrophobacterales" "Syntrophaceae" "Syntrophus" NA
"Otu000678" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Cellvibrionales" "Cellvibrionaceae" "Simiduia" NA
"Otu000683" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" "Hyphomicrobium" NA
"Otu000697" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Myxococcales_unclassified" "Unclassified" NA
"Otu000698" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Chromatiales" "Chromatiaceae" "Lamprocystis" NA
"Otu000699" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfuromonadales" "M20-Pitesti" "Unclassified" NA
"Otu000704" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "I-10" "Unclassified" NA
"Otu000714" "Bacteria" "Actinobacteria" "Actinobacteria" "Actinobacteria_unclassified" "Actinobacteria_unclassified" "Unclassified" NA
"Otu000717" "Bacteria" "Lentisphaerae" "Lentisphaerae_RFP12_gut_group" "Lentisphaerae_RFP12_gut_group_unclassified" "Lentisphaerae_RFP12_gut_group_unclassified" "Unclassified" NA
"Otu000718" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Chromatiales" "Chromatiaceae" "Unclassified" NA
"Otu000719" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Family_XIII" "[Eubacterium]_brachy_group" NA
"Otu000722" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" "Leadbetterella" NA
"Otu000736" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "betVII" "betVII-A" NA
"Otu000745" "Bacteria" "Proteobacteria" "Epsilonproteobacteria" "Campylobacterales" "Helicobacteraceae" "Sulfuricurvum" NA
"Otu000746" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Betaproteobacteria_unclassified" "Betaproteobacteria_unclassified" "Unclassified" NA
"Otu000752" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Chromatiales" "Chromatiaceae" "Thiocystis" NA
"Otu000755" "Bacteria" "Verrucomicrobia" "Opitutae" "[Cerasicoccales]" "f__[Cerasicoccaceae]" "f__[Cerasicoccaceae]_unclassified" NA
"Otu000760" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacterium" NA
